lights,T2,RH_2,T3,RH_4,T5,RH_6,RH_7,T8,RH_8,T9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour
0.0,0.14497756294615938,0.46438848920863307,0.2458841132135987,0.3588580416439848,0.28809704321455687,0.38127703754974906,0.3399060412227881,0.22075055187637904,0.49310053498917195,0.09132149865535322,0.3733333333333333,0.4370370388888887,0.5307017543421053,0.1,0.609375,0.3396103896103896,0.17391304347826086
0.0,0.14349820050276207,0.46438848920863307,0.2458841132135987,0.3588580416439848,0.28809704321455687,0.3748630096902578,0.33811949976841116,0.22075055187637904,0.4873275131635213,0.09132149865535322,0.36888888888888893,0.43518518333333134,0.5285087719736842,0.1,0.609375,0.33571428571428563,0.17391304347826086
0.0,0.13876423881989508,0.46438848920863307,0.2565747273893524,0.3621847214661589,0.28809704321455687,0.3702486013151064,0.33811949976841116,0.22075055187637904,0.4816952970264283,0.09132149865535322,0.36888888888888893,0.43333333333333,0.5263157894736842,0.1,0.609375,0.33116883116883117,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.2565747273893524,0.357194701506079,0.28809704321455687,0.3557708946184461,0.33811949976841116,0.1986754966887423,0.47197972394705423,0.09132149865535322,0.36444444444444446,0.43333333333333,0.5328947368421052,0.11666666670000002,0.609375,0.3331168831168831,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.2565747273893524,0.357194701506079,0.28809704321455687,0.3420430294168541,0.33811949976841116,0.1986754966887423,0.4691636156672998,0.09132149865535322,0.36,0.43333333333333,0.5394736842105263,0.1333333333,0.609375,0.33571428571428563,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.2565747273893524,0.357194701506079,0.28809704321455687,0.33437157518601834,0.333487725798981,0.1986754966887423,0.46184173464683753,0.09132149865535322,0.3555555555555555,0.43333333333333,0.5460526315789473,0.15000000000000002,0.609375,0.3376623376623376,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.26192003367543304,0.357194701506079,0.2805155420773313,0.3333333332756532,0.333487725798981,0.1986754966887423,0.456209518509745,0.09132149865535322,0.35111111111111115,0.43333333333333,0.5526315789473684,0.16666666670000002,0.609375,0.3396103896103896,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.2726106478511867,0.357194701506079,0.28809704321455687,0.331660610313203,0.333487725798981,0.1986754966887423,0.4546606588925177,0.09132149865535322,0.3466666666666667,0.43333333333333,0.5592105263157895,0.1833333333,0.609375,0.3422077922077922,0.21739130434782608
0.0,0.13462202273571933,0.46438848920863307,0.26192003367543304,0.357194701506079,0.28809704321455687,0.32920920574493856,0.333487725798981,0.19315673289183177,0.4527597858987271,0.09132149865535322,0.3422222222222222,0.43333333333333,0.5657894736842105,0.2,0.609375,0.34415584415584416,0.2608695652173913
0.0,0.13462202273571933,0.46382322697841716,0.26192003367543304,0.357194701506079,0.28809704321455687,0.3287766049489531,0.333487725798981,0.19131714569536395,0.4546606588925177,0.09132149865535322,0.35111111111111115,0.4342592611111158,0.5635964911842105,0.1833333333,0.609375,0.3551948051948052,0.2608695652173913
